jobs: [(3,17), (5,20), (8,24), (69,3), (130,2), (54,5), (4,70), (6,48), (2,158), (160,2), (15,24), (68,6), (13,33), (9,51), (68,7), (32,15), (37,13), (148,4), (10,65), (7,106), (10,75), (23,34), (32,26), (13,65), (77,11), (33,26), (44,20), (8,115), (53,18), (31,32), (12,87), (26,44), (8,148), (87,14), (72,17), (101,13), (10,134), (62,22), (9,154), (127,11), (154,10), (158,10), (24,66), (27,62), (86,21), (29,67), (31,64), (22,92), (20,105), (39,56), (79,30), (42,57), (101,24), (119,23), (41,69), (66,43), (41,73), (35,86), (24,130), (26,122), (20,160), (64,50), (159,21), (22,155), (28,122), (39,88), (36,97), (135,26), (42,84), (44,81), (24,150), (98,38), (156,24), (47,82), (104,39), (94,44), (107,40), (52,85), (44,102), (39,121), (68,70), (89,54), (42,115), (101,50), (77,67), (54,96), (45,117), (160,33), (78,69), (85,65), (50,111), (39,148), (45,133), (47,130), (72,85), (70,89), (158,40), (60,106), (54,120), (152,43), (54,124), (87,77), (118,59), (62,115), (65,110), (61,118), (63,115), (75,100), (97,78), (89,86), (68,114), (49,159), (67,124), (52,160), (111,75), (121,69), (139,62), (58,150), (59,151), (101,89), (110,82), (122,75), (106,88), (127,75), (131,74), (132,76), (78,133), (154,68), (70,158), (105,116), (146,85), (137,91), (84,154), (143,95), (91,155), (107,133), (101,141), (136,105), (108,133), (153,94), (121,122), (121,124), (115,131), (99,155), (144,109), (150,105), (109,148), (138,120), (107,155), (130,132), (122,146), (118,160), (160,123), (143,139), (156,129), (152,136), (148,149), (142,158), (152,149), (157,154)]

jobs: [(1,25), (29,3), (2,52), (140,1), (36,4), (2,74), (4,37), (102,2), (53,4), (111,2), (111,2), (33,7), (93,3), (149,2), (112,3), (35,10), (52,7), (37,13), (27,20), (7,79), (16,35), (13,45), (150,4), (10,62), (11,63), (37,21), (6,139), (53,16), (27,32), (11,82), (53,18), (123,8), (124,8), (13,78), (36,29), (53,20), (10,111), (51,22), (16,74), (22,56), (8,155), (9,143), (92,14), (133,10), (142,10), (32,47), (11,137), (16,104), (130,13), (52,33), (109,17), (23,82), (18,105), (43,46), (62,32), (21,95), (81,25), (146,14), (23,90), (24,103), (74,34), (20,126), (48,56), (26,108), (34,87), (119,25), (28,112), (153,21), (43,77), (95,35), (21,160), (120,28), (92,37), (114,30), (112,33), (67,56), (26,150), (29,137), (53,78), (110,40), (43,103), (65,70), (120,39), (120,40), (66,74), (47,107), (93,55), (43,121), (75,71), (125,43), (117,46), (41,136), (54,108), (44,135), (142,42), (58,106), (58,106), (95,65), (73,85), (45,139), (118,55), (73,89), (116,57), (82,81), (71,97), (108,65), (119,61), (155,47), (150,49), (47,159), (81,93), (58,131), (109,70), (59,130), (120,65), (149,53), (77,103), (112,72), (64,128), (57,150), (144,60), (62,141), (116,77), (83,112), (64,146), (89,109), (90,109), (73,135), (89,115), (127,85), (143,76), (125,87), (140,78), (125,88), (160,69), (106,108), (142,83), (95,127), (118,103), (139,88), (78,160), (109,115), (131,96), (93,136), (132,96), (121,109), (95,139), (153,89), (156,88), (105,140), (123,129), (118,139), (113,146), (116,143), (132,127), (135,128), (114,154), (140,128), (158,123), (156,157)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(52,1), (1,74), (5,16), (1,83), (1,96), (1,120), (14,9), (4,37), (17,11), (20,13), (10,33), (4,84), (11,34), (25,16), (5,89), (8,66), (84,7), (102,6), (154,4), (156,4), (10,68), (98,8), (15,53), (51,16), (19,45), (151,6), (32,29), (89,11), (70,14), (26,44), (42,29), (55,23), (15,85), (22,59), (75,18), (116,12), (15,93), (76,19), (13,125), (17,98), (24,70), (140,12), (25,69), (67,27), (12,155), (26,75), (32,62), (18,113), (28,76), (69,31), (28,77), (144,15), (121,18), (63,37), (58,41), (27,90), (37,68), (119,22), (38,75), (72,40), (35,83), (106,28), (55,55), (53,58), (88,38), (91,38), (34,102), (22,160), (48,75), (70,55), (31,127), (32,124), (156,27), (107,40), (144,30), (33,138), (30,156), (108,44), (103,47), (134,37), (142,35), (69,74), (72,71), (127,41), (138,38), (98,54), (66,81), (34,159), (69,79), (148,37), (39,143), (118,49), (95,61), (51,114), (68,87), (46,130), (100,60), (97,63), (99,63), (112,56), (132,48), (64,101), (44,153), (62,111), (98,73), (56,128), (51,142), (61,120), (58,131), (51,157), (124,65), (112,72), (149,55), (56,148), (63,135), (61,140), (66,130), (62,140), (87,102), (99,90), (151,60), (71,128), (125,74), (112,84), (61,158), (82,118), (79,123), (129,76), (118,84), (66,153), (109,102), (78,148), (145,81), (95,129), (147,86), (137,96), (107,126), (112,123), (127,112), (95,156), (116,128), (119,129), (146,108), (120,132), (105,151), (137,118), (123,138), (142,120), (135,130), (134,132), (114,159), (124,147), (140,132), (146,133), (138,141), (145,137), (135,153), (144,158), (153,153), (154,160)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(20,1), (26,1), (5,6), (2,25), (3,17), (60,1), (1,160), (98,2), (137,2), (51,6), (3,103), (97,4), (6,71), (117,4), (158,3), (48,10), (36,16), (4,150), (6,100), (10,61), (106,6), (11,58), (21,32), (45,19), (63,14), (6,151), (117,8), (141,7), (10,120), (67,20), (38,39), (17,88), (80,19), (103,15), (50,31), (65,24), (121,13), (26,63), (93,18), (11,153), (25,69), (13,135), (13,136), (52,35), (17,116), (23,87), (62,35), (34,66), (29,78), (20,116), (41,58), (72,34), (54,46), (78,32), (18,141), (121,22), (23,116), (86,32), (23,122), (49,60), (74,41), (27,113), (34,92), (72,45), (74,45), (125,27), (26,130), (57,64), (97,38), (38,103), (70,58), (56,75), (85,51), (29,151), (45,98), (86,52), (71,64), (60,77), (101,46), (101,46), (55,87), (76,66), (52,100), (77,68), (63,88), (127,45), (140,41), (61,95), (105,56), (128,47), (70,86), (64,95), (104,61), (89,72), (156,42), (130,51), (48,139), (120,56), (73,93), (97,71), (123,56), (70,102), (108,67), (99,75), (73,102), (63,119), (75,100), (88,87), (59,135), (108,74), (60,135), (68,121), (110,78), (56,156), (145,61), (111,83), (75,124), (68,137), (64,149), (125,77), (134,72), (100,97), (105,98), (143,72), (84,123), (84,130), (157,74), (140,84), (87,136), (98,127), (160,78), (85,147), (135,93), (113,114), (96,142), (136,102), (93,150), (137,104), (146,100), (129,116), (149,102), (114,134), (114,136), (108,147), (111,144), (141,116), (108,152), (132,125), (142,122), (135,131), (119,149), (134,135), (131,139), (124,149), (128,149), (124,155), (145,156), (152,154), (148,160), (149,160)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
