jobs: [(1,11), (4,5), (53,1), (20,3), (1,76), (5,16), (3,40), (5,24), (2,63), (4,34), (2,69), (18,8), (49,3), (25,6), (79,2), (14,12), (10,18), (16,12), (48,5), (36,7), (68,4), (23,12), (26,11), (42,9), (29,14), (44,10), (11,42), (54,9), (25,20), (24,21), (23,22), (16,33), (17,35), (36,17), (11,59), (73,9), (10,66), (34,20), (49,14), (35,20), (13,58), (36,21), (22,35), (80,10), (11,77), (38,23), (20,45), (50,19), (17,60), (25,45), (42,27), (41,31), (18,78), (20,71), (30,48), (30,55), (25,68), (48,37), (44,45), (34,63), (57,38), (73,30), (32,69), (48,46), (56,41), (35,79), (40,70), (65,46), (70,43), (53,57), (43,73), (80,40), (43,80), (77,49), (60,74), (69,68), (78,63), (80,66), (77,71), (73,77)]

jobs: [(1,10), (9,3), (13,6), (19,5), (5,21), (35,3), (5,23), (7,20), (8,18), (14,11), (26,6), (6,30), (12,15), (3,65), (4,53), (62,4), (21,12), (12,23), (12,24), (21,14), (4,78), (55,6), (7,48), (28,14), (18,25), (66,8), (23,23), (9,62), (10,57), (13,44), (22,27), (79,8), (19,42), (32,25), (23,36), (66,14), (59,16), (30,32), (16,62), (77,13), (30,34), (61,17), (31,37), (49,24), (25,49), (18,69), (54,23), (46,28), (25,52), (60,23), (47,31), (33,45), (25,61), (46,34), (22,72), (41,40), (71,25), (35,51), (59,34), (39,53), (36,64), (58,40), (33,72), (47,52), (45,62), (57,49), (35,80), (40,70), (69,45), (69,46), (56,57), (68,48), (69,55), (57,68), (70,59), (58,73), (69,62), (74,61), (77,60), (68,71)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(5,5), (16,2), (36,2), (2,39), (15,6), (4,26), (8,18), (9,17), (28,6), (43,4), (3,59), (15,12), (70,3), (18,12), (8,28), (25,11), (5,70), (7,54), (12,32), (6,67), (12,38), (21,22), (14,34), (31,16), (75,7), (13,41), (12,45), (40,15), (8,77), (27,24), (13,51), (12,59), (10,72), (30,24), (36,20), (10,73), (23,32), (33,26), (58,16), (18,52), (14,71), (32,37), (49,26), (68,20), (22,67), (48,31), (44,38), (33,52), (53,33), (78,23), (65,29), (26,73), (43,45), (67,29), (55,37), (27,78), (77,30), (77,33), (55,48), (64,43), (77,36), (59,48), (59,48), (70,41), (67,45), (60,52), (69,48), (45,78), (60,66), (78,51), (59,68), (61,67), (63,72), (65,75), (76,65), (78,70), (73,76), (77,76), (78,80), (80,80)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,13), (1,39), (3,15), (2,33), (24,4), (2,49), (2,50), (31,4), (3,46), (28,5), (16,10), (11,15), (3,61), (40,5), (6,34), (69,3), (23,10), (58,4), (32,8), (10,28), (13,22), (76,4), (6,54), (55,6), (31,14), (41,11), (6,77), (8,59), (49,11), (8,75), (28,27), (21,39), (69,13), (16,60), (39,25), (17,61), (14,76), (71,16), (78,15), (29,42), (31,41), (46,28), (57,23), (41,33), (37,37), (22,67), (70,22), (26,62), (69,24), (50,34), (29,61), (33,54), (49,38), (37,57), (45,47), (38,56), (74,29), (80,28), (33,68), (63,36), (36,67), (42,58), (59,42), (73,37), (65,42), (48,62), (69,44), (47,66), (72,44), (45,76), (46,77), (67,55), (61,61), (77,52), (68,64), (56,78), (57,78), (69,67), (79,63), (77,67)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,15), (34,2), (1,78), (49,2), (2,53), (2,61), (11,13), (13,15), (5,42), (7,30), (15,14), (21,10), (40,6), (6,46), (7,41), (42,8), (38,9), (43,8), (46,8), (77,5), (7,56), (67,6), (34,13), (17,27), (33,14), (13,51), (53,13), (10,70), (25,28), (34,21), (42,17), (55,15), (31,28), (19,47), (60,15), (33,28), (21,50), (25,42), (35,34), (34,36), (64,20), (36,36), (27,49), (78,17), (18,74), (32,43), (51,27), (23,60), (41,35), (25,58), (26,56), (32,48), (67,24), (52,31), (23,76), (32,56), (46,39), (45,45), (75,27), (59,35), (33,64), (46,48), (30,74), (42,53), (72,31), (72,32), (52,61), (76,44), (75,45), (44,80), (66,54), (77,47), (50,78), (54,73), (65,62), (80,56), (77,61), (64,77), (75,68), (79,65)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(13,2), (9,3), (1,31), (45,2), (35,3), (71,2), (11,13), (48,4), (18,12), (13,19), (7,36), (16,17), (6,47), (17,17), (22,14), (5,63), (63,5), (37,9), (13,26), (10,35), (8,52), (16,27), (7,69), (10,57), (10,59), (14,44), (42,15), (66,10), (69,10), (21,33), (47,15), (43,17), (12,63), (17,45), (37,21), (38,23), (12,79), (13,73), (31,32), (35,29), (20,51), (27,38), (16,70), (49,23), (26,45), (66,18), (41,29), (19,64), (38,33), (38,33), (60,21), (26,49), (66,22), (22,70), (28,55), (41,42), (55,33), (51,40), (47,45), (62,35), (66,33), (66,34), (40,58), (33,73), (34,71), (52,49), (40,66), (77,35), (59,47), (35,80), (47,67), (65,52), (44,80), (48,76), (59,67), (61,71), (68,65), (58,78), (68,79), (77,70)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

