jobs: [(7,1), (6,5), (6,5), (23,2), (32,2), (18,4), (3,26), (33,3), (5,42), (18,14), (37,7), (22,14), (38,9), (16,22), (44,8), (16,23), (6,65), (8,52), (13,32), (7,60), (8,54), (16,27), (7,64), (8,58), (45,12), (8,69), (30,20), (54,12), (9,76), (11,65), (28,26), (60,13), (49,18), (57,16), (23,40), (69,16), (36,31), (60,19), (17,68), (50,24), (19,69), (60,22), (22,62), (50,28), (43,34), (22,79), (26,69), (73,25), (38,51), (42,47), (62,33), (45,46), (37,56), (29,72), (49,50), (80,31), (56,45), (63,40), (51,56), (74,41), (53,58), (44,71), (49,64), (46,71), (54,65), (74,49), (70,54), (73,53), (55,74), (62,67), (63,66), (61,69), (68,64), (78,57), (72,62), (76,62), (66,76), (70,72), (76,69), (80,72)]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,11), (3,38), (3,44), (49,4), (3,70), (10,21), (3,78), (7,36), (5,59), (17,21), (7,56), (9,45), (34,12), (9,50), (7,66), (21,22), (54,9), (35,15), (38,14), (39,14), (22,25), (46,12), (51,12), (10,65), (20,34), (76,9), (73,10), (26,30), (38,23), (19,50), (46,21), (18,56), (33,34), (40,29), (24,50), (64,19), (21,58), (56,24), (54,25), (78,18), (23,64), (27,56), (39,40), (22,72), (69,23), (52,31), (64,26), (73,23), (36,51), (66,31), (28,77), (77,28), (49,45), (68,34), (37,63), (64,37), (45,58), (56,49), (45,62), (37,77), (42,70), (67,44), (53,58), (44,76), (67,50), (48,70), (55,62), (56,67), (51,74), (55,72), (67,61), (76,54), (76,55), (59,74), (74,60), (66,75), (71,73), (74,71), (74,73), (73,79)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,1), (1,13), (6,4), (38,1), (40,1), (7,6), (3,21), (18,7), (9,15), (14,10), (39,4), (53,3), (26,8), (37,6), (61,4), (5,50), (8,35), (49,6), (12,25), (7,43), (28,12), (6,59), (24,15), (5,79), (26,17), (8,59), (23,21), (27,18), (8,61), (33,18), (20,30), (65,10), (22,31), (49,14), (34,23), (52,16), (33,27), (23,41), (62,17), (24,44), (71,15), (71,15), (35,32), (46,25), (19,62), (30,42), (35,37), (71,19), (77,20), (48,34), (45,37), (43,40), (78,23), (29,62), (23,80), (34,60), (68,30), (45,47), (48,50), (41,61), (72,37), (38,73), (62,46), (49,60), (71,43), (54,58), (57,55), (48,70), (52,70), (75,49), (67,57), (63,61), (49,80), (76,57), (74,62), (78,59), (72,65), (70,68), (68,76), (72,79)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,14), (11,3), (10,4), (8,6), (34,2), (73,1), (6,14), (14,6), (26,4), (53,2), (20,8), (43,4), (44,4), (14,13), (9,21), (4,52), (30,7), (3,72), (27,8), (9,31), (40,7), (39,9), (56,7), (19,23), (16,29), (7,70), (29,17), (11,50), (50,12), (37,17), (25,27), (13,52), (26,27), (28,27), (61,13), (19,43), (37,23), (57,15), (34,27), (17,57), (13,76), (62,16), (64,16), (45,24), (33,33), (15,77), (19,69), (76,18), (32,43), (34,41), (31,48), (54,29), (40,40), (22,75), (30,55), (39,49), (40,48), (36,54), (30,67), (47,43), (79,26), (45,46), (42,57), (35,69), (38,64), (76,42), (51,63), (68,55), (50,78), (61,67), (56,73), (73,59), (60,72), (78,56), (73,60), (67,70), (79,60), (70,69), (77,64), (73,70)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(3,8), (1,26), (1,30), (4,8), (39,1), (8,6), (2,32), (24,3), (1,73), (45,3), (12,12), (24,6), (14,12), (17,10), (20,9), (5,40), (20,10), (72,3), (25,9), (3,80), (49,5), (10,30), (65,5), (47,7), (48,7), (12,29), (5,71), (7,64), (7,67), (23,23), (26,21), (10,57), (33,18), (26,23), (46,14), (14,51), (30,27), (14,62), (18,51), (20,47), (19,50), (19,53), (20,54), (40,29), (27,47), (37,36), (34,40), (21,67), (33,43), (34,43), (20,75), (24,72), (48,37), (53,34), (57,32), (26,72), (76,25), (64,30), (47,44), (27,79), (30,73), (72,31), (79,30), (43,56), (48,51), (63,39), (67,38), (63,42), (74,38), (49,71), (64,57), (70,53), (73,51), (75,50), (65,59), (61,64), (50,80), (77,55), (60,79), (77,63)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(20,1), (14,2), (5,10), (5,15), (3,37), (2,58), (2,58), (29,4), (6,21), (65,3), (4,49), (4,52), (8,28), (3,79), (6,40), (41,6), (23,11), (32,8), (9,30), (71,4), (5,62), (50,7), (69,6), (6,76), (17,30), (23,23), (41,13), (9,65), (27,22), (59,11), (24,28), (26,26), (52,13), (16,45), (40,18), (75,10), (31,26), (13,64), (11,77), (23,45), (15,70), (19,64), (19,66), (37,34), (68,19), (44,30), (56,25), (19,77), (80,20), (27,64), (36,50), (28,65), (77,24), (36,56), (55,38), (33,64), (47,46), (45,50), (45,53), (65,37), (34,74), (32,79), (51,52), (50,56), (45,63), (62,46), (67,44), (51,58), (53,57), (38,80), (45,72), (59,55), (66,53), (49,72), (56,67), (61,65), (61,71), (59,78), (77,61), (76,79)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(6,5), (2,28), (4,18), (37,2), (18,5), (31,3), (3,35), (13,11), (6,34), (19,12), (76,3), (8,41), (35,10), (11,32), (6,59), (5,75), (9,45), (13,33), (73,6), (34,14), (12,42), (11,51), (21,27), (73,8), (9,66), (12,53), (19,36), (66,11), (43,17), (43,17), (25,30), (58,13), (38,20), (79,10), (62,13), (25,35), (52,18), (53,18), (18,60), (41,28), (45,26), (20,65), (35,38), (22,63), (66,22), (71,21), (32,47), (73,21), (39,41), (24,67), (46,36), (45,39), (42,42), (40,45), (39,47), (38,49), (70,27), (58,33), (43,49), (51,43), (29,80), (40,60), (34,71), (54,45), (58,44), (61,44), (50,54), (38,74), (67,44), (46,65), (65,47), (56,55), (72,44), (74,43), (47,73), (65,55), (73,52), (66,64), (75,65), (67,73)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(9,7), (14,5), (6,15), (59,2), (4,31), (7,21), (14,12), (67,3), (13,16), (27,10), (68,4), (77,4), (12,32), (51,8), (68,6), (25,17), (26,17), (8,56), (10,46), (20,24), (22,22), (52,10), (7,75), (9,60), (12,52), (16,41), (59,12), (18,41), (51,15), (61,13), (73,11), (26,31), (75,11), (18,46), (53,18), (13,78), (56,20), (28,41), (15,80), (55,22), (77,16), (20,62), (17,75), (25,60), (23,66), (23,68), (37,43), (21,77), (76,22), (25,69), (65,27), (35,51), (34,53), (27,67), (57,32), (29,64), (59,32), (47,41), (31,80), (41,64), (49,54), (34,80), (65,42), (43,64), (37,80), (43,69), (77,41), (48,70), (77,45), (53,66), (69,51), (67,53), (61,59), (48,76), (71,60), (77,56), (75,69), (76,69), (77,74), (80,78)]
