jobs: [(5,3), (5,5), (2,19), (1,41), (42,1), (3,19), (15,4), (1,79), (19,5), (7,18), (7,20), (2,72), (43,4), (21,9), (6,32), (54,4), (47,5), (17,14), (6,40), (40,6), (8,31), (62,4), (4,63), (4,80), (5,70), (24,15), (5,78), (26,17), (28,18), (51,10), (31,18), (18,32), (16,38), (71,9), (69,12), (20,42), (68,13), (69,13), (17,54), (41,26), (18,62), (44,30), (19,71), (32,43), (42,33), (31,48), (28,54), (52,30), (58,27), (23,69), (46,36), (22,76), (54,32), (37,48), (71,26), (74,25), (27,76), (29,74), (49,44), (72,31), (34,69), (30,79), (66,37), (33,78), (44,59), (72,41), (41,75), (63,49), (41,76), (48,76), (47,79), (65,60), (74,53), (59,67), (64,62), (54,78), (72,62), (71,66), (69,72), (80,67)]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(1,10), (21,1), (31,1), (1,36), (40,1), (22,4), (31,3), (2,51), (15,8), (37,6), (8,28), (3,76), (15,16), (4,76), (77,4), (15,21), (66,5), (54,7), (35,11), (26,15), (19,21), (80,5), (13,33), (8,67), (45,12), (7,80), (35,16), (14,44), (26,27), (58,13), (44,18), (39,21), (23,38), (13,71), (49,19), (13,80), (19,55), (23,46), (36,30), (19,60), (23,51), (65,20), (59,24), (43,35), (22,70), (44,37), (28,62), (26,67), (28,63), (47,38), (74,25), (66,29), (32,60), (61,33), (53,38), (31,67), (59,38), (57,40), (65,37), (53,46), (33,74), (59,42), (80,32), (76,36), (57,49), (58,50), (57,52), (61,51), (77,43), (51,66), (47,74), (72,49), (69,52), (52,71), (59,64), (54,72), (79,54), (67,64), (66,79), (69,77)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter5: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(6,14), (4,22), (2,55), (2,57), (64,2), (16,9), (2,75), (77,2), (32,5), (6,30), (10,24), (30,9), (71,4), (6,48), (10,31), (7,54), (6,64), (13,34), (19,24), (8,59), (28,17), (35,15), (30,18), (48,12), (29,22), (33,21), (79,9), (13,56), (13,56), (16,49), (73,11), (62,13), (12,69), (21,41), (17,51), (25,36), (40,24), (74,13), (76,13), (28,38), (14,80), (37,31), (35,33), (32,40), (35,38), (44,32), (64,22), (55,26), (50,29), (40,38), (63,25), (23,70), (43,38), (38,45), (44,39), (25,72), (25,74), (33,57), (49,40), (43,48), (43,53), (39,68), (73,38), (41,69), (38,75), (56,52), (53,58), (52,62), (41,80), (54,61), (69,48), (64,52), (78,45), (72,49), (61,63), (78,61), (72,69), (78,66), (75,74), (73,78)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(2,16), (8,7), (57,1), (7,9), (1,73), (78,1), (5,18), (21,5), (5,22), (5,24), (6,22), (22,9), (13,18), (7,42), (39,8), (5,68), (44,8), (36,11), (44,9), (22,19), (14,30), (72,6), (8,56), (9,63), (9,65), (11,69), (43,18), (17,47), (30,27), (46,18), (26,34), (58,16), (49,19), (53,18), (26,38), (38,27), (37,28), (19,55), (38,28), (29,38), (53,22), (23,51), (60,20), (22,56), (31,40), (58,22), (27,49), (22,61), (23,60), (42,33), (70,20), (57,25), (28,52), (30,49), (27,58), (21,76), (25,65), (24,69), (72,23), (74,25), (36,56), (39,53), (34,62), (74,32), (66,36), (52,46), (58,42), (64,39), (46,55), (37,71), (60,50), (55,58), (52,64), (51,73), (58,66), (60,69), (71,63), (72,70), (71,72), (68,77)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(3,5), (2,24), (53,1), (1,55), (79,1), (8,14), (13,14), (28,7), (20,11), (25,10), (7,36), (26,10), (4,69), (20,14), (5,59), (13,25), (19,18), (17,21), (14,28), (45,9), (73,6), (65,7), (68,8), (58,10), (20,32), (11,61), (52,15), (12,68), (30,28), (63,14), (15,59), (41,22), (24,45), (31,35), (17,65), (37,30), (30,41), (17,78), (23,60), (34,42), (36,45), (25,66), (50,33), (29,60), (48,37), (57,32), (73,25), (35,56), (26,76), (30,67), (65,31), (74,28), (58,36), (57,37), (48,44), (45,48), (42,53), (35,64), (49,46), (42,55), (77,31), (37,66), (37,69), (52,60), (41,80), (61,54), (63,55), (56,65), (71,56), (57,71), (69,60), (74,64), (65,73), (79,61), (75,65), (65,77), (65,78), (76,67), (70,76), (77,80)]
iter1: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter2: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter3: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
iter4: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]

jobs: [(1,15), (1,27), (9,3), (3,15), (9,5), (3,24), (1,77), (6,16), (6,19), (6,23), (3,51), (3,53), (3,56), (14,13), (4,58), (13,18), (9,32), (32,9), (12,26), (5,63), (42,8), (9,46), (23,19), (26,17), (17,29), (51,10), (22,26), (48,13), (19,33), (16,41), (10,74), (14,53), (42,19), (59,14), (12,69), (17,49), (72,12), (31,28), (40,22), (12,76), (37,25), (17,55), (21,45), (35,27), (25,39), (43,24), (39,29), (68,19), (21,64), (71,19), (48,34), (63,27), (46,38), (64,29), (30,62), (79,24), (27,74), (66,31), (31,76), (36,66), (34,70), (33,75), (59,43), (52,50), (48,55), (38,76), (59,49), (66,44), (61,51), (50,63), (65,52), (61,57), (45,80), (67,59), (70,57), (62,78), (76,65), (80,66), (73,78), (80,78)]
